,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code)
155,2020 Ford Transit 250 ext high roof,110000.0,"Sauls Real Estate Marketing, 33664 Discovery Dr, Dana Point, California 92629, United States",2020,Transit,28000.0,2WD,Clean,Automatic,Gasoline,14.0,148.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
156,Ford Transit AWD high-roof conversion,115000.0,"Santa Cruz, California 95060, United States",2020,Transit,15000.0,AWD,Clean,Automatic,Gasoline,25.0,,2,2,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,2
157,"Adventure Camper Van | Newly Converted Ram Promaster High Roof 159"" WB",65000.0,"Virginia, United States",2016,Promaster,65000.0,2WD,Clean,Automatic,Gasoline,27.0,159.0,2,2,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
158,SOLD New Completely Off Grid Build Ready October 2021,80000.0,"Sacramento, California, United States",2020,Promaster,15000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,3,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
159,"2011 Mercedes-Benz Sprinter 2500 Camper Van, 93k miles",72000.0,"Portland, Oregon, United States",2011,Sprinter,93000.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1
160,Balboa Motorhome Camper Van,33000.0,"Encinitas, California, United States",1973,Other,103200.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2
161,Custom MB Sprinter Luxury Van,127500.0,"Richmond, Texas 77406, United States",2017,Sprinter,37000.0,2WD,Lien,Automatic,Diesel,19.0,170.0,2,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
162,Sprinter Conversion Van 3500 Dually 170 Solivagant by Team Adventure USA,219900.0,"North Liberty, Iowa 52317, United States",2021,Sprinter,89.0,2WD,Clean,Automatic,Diesel,25.0,170.0,2,2,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
163,2001 Chevy Express Camper Van,48000.0,"San Diego, California, United States",2001,Other,166000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2
164,2019 Ram Promaster 159 WB High Roof,69000.0,"San Diego, California, United States",2019,Promaster,38500.0,2WD,Clean,Automatic,Gasoline,15.0,159.0,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2
165,2018 Ford Transit Mid Roof 250 148WB,65000.0,"Evergreen, Colorado, United States",2018,Transit,31000.0,2WD,Clean,Automatic,Gasoline,12.0,148.0,2,3,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
166,Modern Ram Promaster 3500. BRAND NEW ENGINE.,38500.0,"Westerville, Ohio, United States",2014,Promaster,114300.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
167,Built for Offgrid Adventures,82000.0,"Eureka Springs, Arkansas 72632, United States",2021,Promaster,1000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,3,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
168,2020 Sprinter 2500,78000.0,"Southport-Supply Road Southeast, Southport, North Carolina 28461, United States",2020,Sprinter,8100.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
169,Fully converted Skoolie,72000.0,United States,1996,Other,115000.0,2WD,Clean,Automatic,Diesel,18.009009,,4,5,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
170,4X4 Off-Grid 144 SOLD!,169000.0,"38365 Innovation Court, Murrieta, California 92563, United States",2020,Sprinter,7087.0,4WD,Clean,Automatic,Diesel,18.0,144.0,4,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1
171,Simplistic Walnut and White Sprinter Van,47999.0,"Lander, Wyoming, United States",2014,Sprinter,100500.0,2WD,Lien,Automatic,Diesel,20.0,144.0,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
172,2016 Off-Grid Sprinter Van Camper Van FOR SALE,85000.0,"Winnipeg, Manitoba, Canada",2016,Sprinter,74000.0,2WD,Clean,Automatic,Diesel,17.0,170.0,1,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
173,2019 Promaster 3500 extended with Full Bath | Off-Grid | Custom Van,95000.0,"Sacramento, California, United States",2019,Promaster,23900.0,2WD,Clean,Automatic,Gasoline,12.0,,2,4,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
174,2019 4x4 Mercedes Sprinter,199000.0,"Redmond, Oregon, United States",2019,Sprinter,4386.0,4WD,Lien,Automatic,Diesel,19.571429,170.0,2,3,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
175,THE CUSTOM by Drifter Vans,109500.0,"24175 Telegraph Road, Southfield, Michigan 48033, United States",2021,Sprinter,2831.686567164179,4WD,Clean,Automatic,Gasoline,19.571429,,2,2,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2
176,Fully Loaded Luxury 4x4 Sprinter ESV-1 built by Earth Ship Vans,270000.0,"Denver, Colorado, United States",2019,Sprinter,1000.0,4WD,Lien,Automatic,Diesel,20.0,170.0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
177,2019 4X4 Diesel 5 seat Moto van,87000.0,"West Valley City, Utah, United States",2019,Sprinter,34727.0,4WD,Clean,Automatic,Diesel,20.0,,5,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
178,Recently Reduced!! Low Mileage for Off-Grid adventures!,55000.0,"Robert Lee, Texas, United States",2019,Promaster,14687.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
179,GMC Savana 3500 | Architect-Converted Short Skoolie | Fully Equipped for Off-Grid Living,47500.0,"California, United States",2009,Other,180000.0,2WD,Clean,Automatic,Gasoline,22.0,,2,3,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2
180,FORD TRANSIT CAMPER FOR 4,84000.0,"Toronto, Ontario, Canada",2020,Transit,16000.0,2WD,Clean,Automatic,Gasoline,18.009009,,4,4,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
181,"(SOLD) Mint 2017 Sprinter 2500, 144 Crew van- ready to build!",46500.0,"Jamul, California 91935, United States",2017,Sprinter,21620.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,5,6,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
182,Leo - The home on wheels by Mybushotel,95000.0,"Las Vegas, Nevada, États-Unis",2021,Promaster,2831.686567164179,2WD,Clean,Automatic,Gasoline,15.0,159.0,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2
183,Basic Build Awaiting Your Unique Finishes,25000.0,"Bailey, Colorado 80421, United States",2007,Other,59000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
184,Vannah White,109000.0,"Las Vegas, Nevada, United States",2019,Sprinter,5450.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,3,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
185,4x4 Adventure Van,111000.0,"Sedona, Arizona, United States",2018,Transit,45000.0,4WD,Clean,Automatic,Gasoline,19.571429,148.0,2,2,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2
186,Sara - The home on wheels by Mybushotel,90000.0,"Las Vegas, Nevada, États-Unis",2021,Promaster,2831.686567164179,2WD,Clean,Automatic,Gasoline,18.009009,,2,3,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2
187,2020 transit connect xlt passenger wagon campervan,51000.0,"Denver, Colorado, United States",2020,Transit,11000.0,2WD,Lien,Automatic,Gasoline,18.009009,120.0,2,2,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
188,"Brand New 2020 Ford Transit 250, 148 Wheelbase, Medium Roof Conversion",83500.0,"Saratoga Springs, New York, United States",2020,Transit,194.0,2WD,Lien,Automatic,Gasoline,18.009009,148.0,2,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
189,ONE OF A KIND OFF-GRID SPRINTER VAN,99000.0,"Vermont, United States",2017,Sprinter,20000.0,2WD,Clean,Automatic,Diesel,19.571429,-144.0,2,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
190,Strata Rigs Ram Promaster Build Out,95000.0,"Ketchum, Idaho, United States",2019,Promaster,38000.0,2WD,Clean,Automatic,Gasoline,18.0,136.0,2,2,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
191,"2019 Ram Promaster 136"" WB High Roof - Professional Conversion, Odometer under 600 miles",99500.0,"Clayton, Georgia, United States",2019,Promaster,571.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2
192,2019 Ram Promaster 2500 High Roof 159WB,65000.0,"Salt Lake City, Utah, United States",2019,Promaster,36000.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
193,"SOLD - Low Mileage 2015 Ram Promaster 3500 159 EXT - Adventure ready! Full shower, heat, solar, ski and bike storage and more!",81200.0,"Durango, Colorado, United States",2015,Promaster,51000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,2
194,Chevy Conversion Bus 2014,85000.0,"Mount Pleasant, South Carolina 29464, United States",2014,Other,118000.0,2WD,Clean,Automatic,Diesel,18.009009,,3,4,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1
195,2013 Mercedes Sprinter 144WB,64000.0,"Boulder, Colorado, United States",2013,Sprinter,145000.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
196,Ford 7.3L 4WD 98k Original Miles Ambulance Camper Conversion,49500.0,"San Diego, California, United States",1997,Other,98000.0,4WD,Clean,Automatic,Bio-Diesel,21.0,,2,2,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3
197,Adventure Cabin - #Vanlife in a Converted Custom Campervan!,69999.0,"Orem, Utah, United States",2019,Transit,51000.0,2WD,Lien,Automatic,Gasoline,20.0,148.0,2,11,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
198,Camper Van 400W Solar,66500.0,"153 Oak Grove Dr, Rhome, Texas 76078, United States",2019,Transit,43500.0,2WD,Lien,Automatic,Gasoline,18.009009,148.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
199,2020 GMC Van,39000.0,"Fontana-on-Geneva Lake, Wisconsin, United States",2020,Other,13000.0,2WD,Clean,Automatic,Gasoline,21.0,,5,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
200,SHORT WHEELBASE HIGHTOP,31250.0,"Santa Barbara, California, United States",2004,Sprinter,172483.0,2WD,Salvage,Automatic,Diesel,18.009009,118.0,2,2,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
201,2021 Ford Transit AWD By Voyager Conversions,86900.0,"107 Diversified Dr, Villa Ridge, Missouri 63089, United States",2021,Transit,450.0,AWD,Clean,Automatic,Gasoline,18.0,18.0,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
202,2020 4x4 Mercedes Sprinter 144'' WB off-grid van w/ shower,120000.0,"Louisville, Kentucky, United States",2020,Sprinter,6000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
203,4x4 F550 Tiny House,115000.0,"Friday Harbor, Washington, United States",2007,Other,180000.0,4WD,Clean,Automatic,Diesel,18.009009,158.0,3,3,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
204,2015 Mercedes - Benz Sprinter 2500 144WB,74000.0,"Kailua, Hawaii, United States",2015,Sprinter,50000.0,2WD,Clean,Automatic,Diesel,22.0,,2,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
205,4x4 Ford Transit 350 MR Quad Van,98600.0,"Whitefish, Montana 59937, United States",2015,Transit,29860.0,4WD,Clean,Automatic,Diesel,19.571429,148.0,2,2,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
206,2020 MB 4x4 170 WB Custom Conversion,130000.0,"Vermont, United States",2020,Sprinter,6000.0,4WD,Clean,Automatic,Diesel,19.571429,170.0,2,3,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
207,Home Away From Home 2021 Build 2019 Ford Transit,63500.0,"56698 Sunset Drive, Shelby Charter Township, Michigan 48316, United States",2019,Transit,30000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,2,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,2
208,BEAUTIFULLY HANDCRAFTED YACHT ON WHEELS,112499.0,"Bend, Oregon, United States",2019,Transit,16000.0,2WD,Clean,Automatic,Gasoline,19.571429,350.0,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
209,Adventure Ready Mercedes-Benz Metris With SCA Camper Conversion!,56500.0,"Chicago, Illinois, United States",2016,Other,52500.0,2WD,Clean,Automatic,Gasoline,16.0,,8,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
210,2015 Toyota Sienna Camper Conversion by Oasis Campervans,38500.0,"Broomfield, Colorado, United States",2015,Other,90000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,2,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
211,"Sad to say goodbye, but love to watch you leave",95000.0,"Murrieta, California, United States",2020,Promaster,6900.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
212,"2021 Sprinter 170"" High Roof",85000.0,"11119 Alterra Parkway, Austin, Texas 78758, United States",2021,Sprinter,3500.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,3,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
213,"Brand New Build, Low Miles, Professionally Converted by Nomad RVs",65000.0,"Toms River, New Jersey 08753, United States",2020,Promaster,13974.0,2WD,Lien,Automatic,Gasoline,18.009009,136.0,2,2,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
214,*SOLD* | Chevy 3500 BlueBird | Fully Equipped & Off Grid Ready | Custom Skoolie Conversion,52000.0,"Saint Paul, Minnesota, United States",2010,Other,116400.0,2WD,Clean,Automatic,Diesel,18.009009,21.0,3,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
215,"Mercedes TN 309 , model 1982 , 49000 miles (PRICE 9000$)",9000.0,"Matn District, Mount Lebanon, Lebanon",1982,Other,49000.0,2WD,Clean,Manual (Stick Shift),Gasoline,18.009009,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
216,2017 Sprinter 144,105000.0,"Franklin Park, Illinois 60131, United States",2017,Sprinter,52000.0,2WD,Clean,Automatic,Diesel,19.571429,,2,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1
217,2021 Mercedes Benz Sprinter 2500 Diesel 4x4,129000.0,"Vista, California, United States",2021,Sprinter,220.0,4WD,Clean,Automatic,Diesel,20.0,,4,2,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1
218,AMAZING LAYOUT! WITH ALL THE AMENETIES. THIS ONE HAS [SOLD] CONTACT US TO START YOUR BUILD!,91000.0,"Denver, Colorado, United States",2020,Promaster,34000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
219,The Wandering Family Van!,127500.0,"Colorado, United States",2021,Promaster,2000.0,2WD,Clean,Automatic,Gasoline,18.009009,,4,4,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2
220,"2020 Mercedes Sprinter 170"" Brand New Conversion l Adventure In Style",185000.0,"Santa Barbara, California, United States",2020,Sprinter,500.0,2WD,Clean,Automatic,Diesel,21.0,170.0,2,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
221,2020 Promaster: Adventure-Ready,65000.0,"Denver, Colorado, United States",2020,Promaster,18000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,4,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
222,E350 Extended comfort !,16000.0,"3119 100th Street, Malcom, Iowa 50157, United States",2000,Other,104500.0,2WD,Clean,Automatic,Gasoline,18.0,,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
223,2021 Sprinter 170 2WD Professionally Converted and Adventure Ready November 2021!,150000.0,"Bend, Oregon, United States",2021,Sprinter,450.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,5,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
224,"Clean and Modern Custom 2008 170"" Dodge Sprinter",54000.0,"Provo, Utah, United States",2008,Sprinter,203001.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
225,"1985 VW Vanagon Westfalia - 62k Miles, ALL ORIGINAL!",60000.0,"Port Angeles, Washington, United States",1985,Other,62000.0,2WD,Clean,Manual (Stick Shift),Gasoline,18.009009,,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2
226,2020 4x4 Adventure Wagon Sprinter Build,189000.0,"Portland, Oregon, United States",2020,Sprinter,350.0,4WD,Lien,Automatic,Diesel,21.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1
227,"Brand new professionally built, 2021 Sprinter.",95000.0,"Hood River, Oregon, United States",2021,Sprinter,800.0,2WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
228,"2011 Mercedes Sprinter 2500, 170WB, high roof campervan in perfect condition, only 126k miles- $US30,000",30000.0,"L5T 1E8, Mississauga, Ontario, Canada",2011,Sprinter,126000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,4,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
229,2021 promaster cozy cottage,79900.0,"Naples, Florida, United States",2021,Promaster,8000.0,2WD,Lien,Automatic,Gasoline,22.0,,2,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
230,2 BEDS 4 SEATS campervan!,69000.0,"Hallandale Beach, Florida, United States",2019,Transit,39000.0,2WD,Clean,Automatic,Gasoline,18.009009,,4,4,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
