,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Cooler,Exterior Lights,Fresh Water Tank (Portable),Inverter,Refrigerator,Roof Fan,Roof Rack,Sink,Solar,Tow Winch,Towing Package,USB port,Bike Rack,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Heater / Furnace,Oven,Security System,Shower (Indoor),Shower (Outdoor),Stove,Toilet,Water Heater,Water Pump,Awning,Electric windows,Microwave,Offroad Lights,Offroad Tires,Skylight,Suspension Mods,TV,Propane,Heated seats,Generator,Child Seat,Handicap / Wheelchair Conversion
36,"INCH Vans ""Moonshine"" - Recirculating shower - 640W Solar ROOF DECK - Flarespace Queen bed",85000.0,"Las Vegas, Nevada, United States",2008,Freightliner Sprinter 170 EXT,152000,2WD,Clean,Automatic,Diesel,17.0,170.0,2,2,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,,True,True,True,True,,True,,True,True,True,True,,True,,,True,,True,,True,True,,,
37,Perfect Space to Travel and use for Outdoorsy,63000.0,"Atlantic Beach, Florida, United States",2018,Ford Transit 350 XLT 148 WB,71000,2WD,Clean,Automatic,Gasoline,,148.0,2,3,True,True,True,True,,True,,True,True,True,True,True,True,True,,,True,,True,True,,,,,True,,,,True,,True,,,,,,,,,,,
38,*Price Reduced* Mid-Century Modern Off-Grid Mercedes Sprinter Campervan,59999.0,"Inglewood, California, United States",2011,Mercedes Sprinter,198670,2WD,Clean,Automatic,Diesel,,170.0,2,3,True,True,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,,,,,True,True,True,True,True,,True,,,,,,,True,,,,
39,SOLD - Professional Build With All The Comforts Of Home - Style & Function (Off-Grid Ready),85000.0,"Santa Fe, New Mexico, United States",2010,Mercedes Sprinter 3500,137700,2WD,Clean,Automatic,Diesel,,170.0,2,2,True,True,True,True,,,,,True,True,True,,True,True,,,True,,True,True,True,,True,True,,True,True,True,True,,True,,,True,True,,,True,,True,,
40,"Newly Converted - 2020 Ram Promaster 2500 - 136""",72500.0,"Portland, Oregon, United States",2020,Ram Promaster 2500,13685,2WD,Clean,Automatic,Gasoline,,136.0,2,2,True,,,True,,,,,True,True,True,,True,True,,,True,,True,True,True,,,True,,True,True,True,True,,True,,,,,,,,,,,
41,2019 Mercedes 2500 4x4 170---Off Road and off grid van! Professionally engineered and built. This is a very capable and comfortable van.,169000.0,"Bigfork, Montana 59911, United States",2019,Mercedes Sprinter 2500 4x4,22000,4WD,Clean,Automatic,Diesel,20.0,170.0,2,3,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,,True,,,True,,,
42,Fully decked-out RAM ProMaster with tiny-home aesthetic & luxiries,105000.0,"Lafayette, Colorado, United States",2017,2017 Dodge RAM ProMaster,9500,2WD,Clean,Automatic,Gasoline,,,2,2,True,,True,True,True,,,,True,True,True,,True,True,,,,,True,True,,,,True,,True,True,,True,,,,,,True,,,,,,,
43,2019 Mercedes-Benz SPRINTER 2500 4X4,119000.0,"Arlington, Texas, United States",2019,Mercedes Sprinter,40000,4WD,Clean,Automatic,Diesel,,170.0,2,3,,,,True,True,,,,True,True,True,,True,True,,,True,,True,True,,,,,,True,True,,True,,,,,True,,,,,,,True,
44,Can't afford a Sprinter? How about a VW Eurovan MV Weekender?,28000.0,"Lakeville, Minnesota, United States",2001,2001 VW Eurovan MV Weekender,91500,2WD,Clean,Automatic,Gasoline,19.0,,7,4,True,True,True,,,True,,,,,True,True,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
45,"2008 Dodge Sprinter 2500 179,000 miles. 170wb 1 owner California rust free van. No def",18900.0,"Panorama City, California 91402, United States",2008,Dodge Sprinter,179000,2WD,Clean,Automatic,Diesel,,170.0,2,4,True,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,
46,"2021 Fuso FG 4x4 Overlander... ""West Elk Wilderness Edition""",189000.0,"Gunnison, Colorado 81230, United States",2021,Mitsubishi Fuso 4x4 2013 Chassis,22000,4WD,Clean,Other,Diesel,,132.0,2,4,,,True,,,,,,True,True,,,True,True,True,True,,,True,True,True,,,True,True,True,True,True,True,True,True,,,True,True,,,True,,,,
47,2020 Sprinter TINY HOME,119000.0,"San Diego, California, United States",2020,Mercedes Benz Sprinter,649,2WD,Clean,Automatic,Diesel,,170.0,2,2,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,,True,True,True,,,True,True,True,True,True,True,,True,True,True,,,,,True,,,,
48,2014 Mercedes Sprinter 2500 Off Grid Home On Wheels,85000.0,"Walnut Creek, California, United States",2014,Mercedes Sprinter 2500,158000,2WD,Clean,Automatic,Diesel,18.0,171.0,2,2,True,,True,True,True,,,,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,,True,,,,,,,True,,,,
49,2017 PROMASTER: new build • low miles • built for 3,63000.0,"Austin, Texas, United States",2017,2017 Ram Promaster 2500,60000,2WD,Clean,Automatic,Gasoline,,159.0,3,3,True,True,True,,,,True,True,True,True,True,True,True,True,,,True,,,True,,,,,True,True,True,True,True,,True,,,,,,,True,,,True,
0,"SOLD: 2020 FORD TRANSIT AWD, HIGH ROOF/EXTENDED. Engineered and handcrafted for Off-grid, Off-road adventures! Available throughout Canada and the US (with assist). Price quoted is USD.",127000.0,"N5A 4N8, Stratford, Ontario, Canada",2020,"2020 Ford Transit 250, AWD, Eco-Boost, High Roof, Extended",135,AWD,Clean,Automatic,Gasoline,17.0,148.0,2,2,True,,True,True,True,True,True,,True,True,True,True,True,True,,,True,,True,True,True,,,True,True,True,True,True,True,,True,,True,True,,True,True,,True,,,
1,2000 international skoolie,48000.0,"Hamilton Township, New Jersey 08619, United States",2000,International 3800,192000,2WD,Clean,Automatic,Diesel,12.0,,2,4,,True,True,True,True,True,True,True,True,True,,,True,True,,,True,,True,True,True,,,True,,,True,True,True,True,,,True,True,,True,True,True,,True,,
2,2013 Mercedes V6 2500 Ext Sprinter,68000.0,"Nashville, Tennessee, United States",2013,2013 Mercedes Sprinter 2500 Ext,141000,2WD,Lien,Automatic,Diesel,,170.0,2,2,True,True,,True,,True,,,True,True,True,,True,True,,,,,True,True,True,,,True,,,,True,True,,True,,,,True,,,,,,,
3,The Wanderer - A Premiere Nissan NV200 Van Conversion with ultimate mobility and a super quiet ride,9998.0,"Boston, Massachusetts, United States",2015,Nissan NV 200,36689,2WD,Clean,Automatic,Gasoline,20.0,,2,2,True,,True,,,,,True,True,True,True,True,True,True,,,True,,True,True,,,,,True,True,,,True,,,,,,,,,True,,,,
4,2021 Ram Promaster Camper Van,89000.0,"Champion, Pennsylvania 15622, United States",2021,Promaster 159 high roof,90,2WD,Clean,Automatic,Gasoline,17.0,159.0,2,2,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,,True,True,True,,,True,,True,True,True,True,True,True,,,,,True,True,,,,,
5,2019 Sprinter Conversion - Full Bath - Solar - A/C - Brand New!,130000.0,"Waynesboro, Virginia, United States",2019,Freightliner Sprinter 2500,13000,2WD,Clean,Automatic,Diesel,,170.0,2,3,True,True,,True,,,,,,True,True,True,True,True,,,,,True,True,,,,True,,True,True,True,True,,True,,,,,,,,,,,
6,"2021 Ford Transit 250 148"" High Roof Luxury Weekender Camper Van",92500.0,"Bend, Oregon, United States",2021,"Ford Transit 250 148"" High Roof",3650,2WD,Clean,Automatic,Gasoline,19.0,148.0,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,,True,,,True,,,,,,,True,,True,,True,,,True,,,,,,,,
7,2006 Mercedes Sprinter Conversion Van with Shower + Toilet,75000.0,"Louisville, Kentucky, United States",2006,2006 Mercedes Sprinter,89400,2WD,Clean,Automatic,Diesel,23.0,,2,2,True,,True,True,,,,,True,True,True,,True,True,,,True,,True,True,True,,,True,,True,True,True,True,True,,,,,,,True,True,,,,
8,Craftsman Built Converted Mercedes Sprinter 170,199000.0,"Appleton, Wisconsin, United States",2020,"2020 Mercedes Sprinter 170""",634,2WD,Lien,Automatic,Diesel,,170.0,2,2,,,,True,True,,,True,True,,True,True,True,True,,,True,,True,True,True,,,True,True,,,True,True,,True,,,,,,,,,,,
9,Weekend warrior conversion van,60000.0,"Denver, Colorado, United States",2017,2017 Nissan NV 2500,67000,2WD,Clean,Automatic,Gasoline,18.0,146.0,2,2,True,,True,,,,,True,True,True,True,,True,True,,,,,,True,,,,,,,,,True,,True,,,,,,,,,,,
10,2005 Dodge Mercedez Sprinter 2500,22500.0,"King Street, Jacksonville, Florida 32204, United States",2005,Dodge Mercedes 2500,215000,2WD,Clean,Automatic,Diesel,,,2,2,True,,True,,,,True,,,,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
11,2021 Sprinter,102000.0,"Portland, Oregon, United States",2021,Sprinter,2500,2WD,Clean,Automatic,Diesel,23.0,144.0,2,2,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,,True,True,,,,True,,,,True,,True,,True,,,,,,True,,,
12,HIGH roof POP-top low-miles 2017 ProMaster,68000.0,"San Diego, California 92104, United States",2017,2017 Ram ProMaster 2500,37500,2WD,Clean,Automatic,Gasoline,16.0,136.0,6,6,True,,True,True,True,True,True,,,True,True,,,,,,True,,,,,,,,,,,,,,True,,True,True,,,,,,,,
13,Rugged Lifted CamperVan,38500.0,"San Diego, California, United States",1996,Ford Econoline,72000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,,True,True,,,,,,True,,,,,,,True,True,,True,,,,,,
14,2001 E-250 4x4 Explorer Van,37000.0,"Helena, Montana, United States",2001,Ford E-250,105000,4WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,,,,,,True,True,,,,,,True,True,,,,True,,,,,True,,,,,True,,True,True,True,True,,True,,,,
15,"BOHO CHIC BUILD, SEATS/ SLEEPS 3, BRAND NEW 2021 RAM PROMASTER 159",109000.0,"632 Rocky Lake Drive, Halifax, Nova Scotia B4A 2T6, Canada",2021,Ram Promaster,500,2WD,Clean,Automatic,Gasoline,,159.0,3,3,True,,True,True,True,,,,True,True,True,True,True,True,,,True,,True,True,True,,,True,,True,True,True,True,,,,,,True,,,True,,,,
16,"2021 Ram Promaster 1500 136"" WB",85000.0,"Eugene, Oregon, United States",2021,Ram Promaster 1500,20010,2WD,Clean,Automatic,Gasoline,,136.0,2,2,True,True,True,True,,,,True,True,True,True,,True,True,,,True,,,True,True,,,,True,,,True,True,,True,,,True,,True,True,True,,,,
17,2021 4x4 Mercedes Sprinter - Partial Build,89950.0,"Houston, Texas, United States",2021,Mercedes Sprinter,285,4WD,Clean,Automatic,Diesel,,144.0,2,2,True,,True,True,True,,True,,True,True,True,,True,True,,True,True,,True,,,,,,,True,,,,,True,True,,,,,,,True,,,
18,"Sherrod Conversion, Ultimate Roadtripping van",29985.0,"25853 Gateway Drive, Golden, Colorado 80401, United States",2015,Ford Transit,125000,2WD,Clean,Automatic,Gasoline,19.0,,7,2,True,True,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,True,,,,,
19,1991 Toyota Hiace Cruising Cabin Pop Top Campervan,28500.0,"Portland, Oregon, United States",1991,Toyota Hiace Cruising Cabin,97000,2WD,Clean,Automatic,Diesel,22.0,,7,4,,True,,,,,,True,True,True,,True,True,True,,,,True,,True,,,,,,True,,,,True,,,,,,,,True,,,,
20,Sprinter Campervan,89500.0,"Ronald Reagan Freeway, Granada Hills, California 91344, United States",2017,Mercedes Sprinter,11300,2WD,Clean,Automatic,Diesel,,,2,3,True,True,True,True,,,True,True,True,True,True,,True,,,True,True,,True,True,,,,,,,True,,True,True,True,,True,True,,,,,,,,
21,2022 REGENCY XALTA RANGER RL - Mercedes Sprinter,167464.0,"Fairfield, California, United States",2021,Regency Xalta Ranger RL,1846,2WD,Clean,Automatic,Diesel,,,2,2,True,True,True,,True,,,,,,,,True,,,,,,,,,,,True,,,,True,,True,True,True,,,,,True,,,,,
22,2022 REGENCY XALTA TOUR 4.2 - Mercedes Sprinter,172592.0,"Fairfield, California, United States",2021,Regency Xalta Tour 4.2,1847,2WD,Clean,Automatic,Diesel,,,6,2,True,True,True,True,True,,,,,,,,True,,,,True,,,,,,,True,,,True,True,,,True,True,,True,,,True,,,,,
23,2022 REGENCY XALTA 170MB - Mercedes Sprinter Van,162362.0,"Fairfield, California, United States",2021,Regency Xalta 170MB,1802,2WD,Clean,Automatic,Diesel,,,6,2,True,True,True,True,True,,True,,,,,,True,,,,True,,,,,,,True,,,True,True,,,True,True,,True,,,True,,,,,
24,"NEW - 2020 Mercedes Sprinter 2500 Camper - 144"" - High Roof",109000.0,"Bellingham, Washington, United States",2020,Mercedes Sprinter,1700,2WD,Clean,Automatic,Diesel,20.0,144.0,2,2,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,,True,,True,,,,True,True,,True,True,,True,,,,,,,,True,,,
25,2016 Galactic Aquarius LUX RV,115000.0,"San Antonio, Texas, United States",2017,Mercedes Benz Sprinter,13000,2WD,Clean,Automatic,Diesel,,,4,4,True,True,True,True,,,,,True,True,True,,True,True,,,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,,,,True,True,,,,,
26,2019 Promaster Camper Van (Full Conversion),62500.0,"Denver, Colorado, United States",2019,Dodge Ram Promaster,38100,2WD,Clean,Automatic,Gasoline,17.0,136.0,2,2,True,True,True,True,True,,,True,True,,True,,True,True,,,True,,,True,True,,,,,True,,,True,,True,,,True,True,,,,,,,
27,Luxury Van Living with a Dirtbag Heart,92500.0,"Tampa, Florida, United States",2019,FORD TRANSIT 350 XLT HD,33500,2WD,Lien,Automatic,Gasoline,16.0,148.0,2,2,True,,True,True,,True,,,True,True,True,,True,True,,True,True,,True,True,,,True,,,True,,,True,,True,,,,True,,,True,,,,
28,Fully converted 2013 Ford E-150,21000.0,"Venice, Florida, United States",2013,Ford E-150,107500,2WD,Clean,Automatic,Gasoline,,,2,2,,,True,,,,,True,True,,True,,True,True,,True,True,,,True,,,,,,,,,,,,,,True,,,,,,,,
29,Bohemian Style Van for family of 4 plus,98000.0,"Queen Creek, Arizona, United States",2020,Ford Transit,33000,2WD,Clean,Automatic,Gasoline,15.0,145.0,6,4,True,True,True,True,True,,,,True,True,True,,True,True,,True,True,,True,True,,,,True,True,True,True,True,True,,True,,,,,,,,True,,,
30,2016 Mercedes-Benz Sprinter Custom Van -- Ready for Travel,75000.0,"San Diego, California, United States",2016,2016 Mercedes-Benz Sprinter,78000,2WD,Clean,Automatic,Diesel,18.0,144.0,4,2,True,True,True,True,True,,,True,True,True,,,True,True,,,True,,,True,True,,True,,True,,,,,True,True,,,True,,,,,,,True,
31,"2019 RAM PROMASTER 2500 159"" - queen murphy bed, shower, full kitchen",48000.0,"District of Columbia, United States",2019,"Ram Promaster 2500 159""",39000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,,True,,,True,,True,,True,,True,True,,,,True,,,,,,,True,,True,,
32,2014 Ram Promaster 1500 118WB Adventure Van,29350.0,"545 Gundersen Drive, Carol Stream, Illinois 60188, United States",2014,Ram Promaster,118000,2WD,Lien,Automatic,Gasoline,,118.0,2,2,True,True,True,True,True,,,,,True,True,True,,,,True,True,,,,True,,,,,,,,,,True,True,,,,,True,,,,,
33,"Sprinter 3500, 170cm, high roof, dually",19500.0,"San Diego, California, United States",2008,Dodge Sprinter,65000,2WD,Clean,Automatic,Diesel,19.0,170.0,2,4,True,True,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,
34,"2021-2022 Brand New Conversion Camping Van NISSAN NV 2500 - $39,999 (Boulder, Colorado)",39999.0,"Boulder, Colorado, United States",2012,NISSAN NV2500,257245,2WD,Clean,Automatic,Gasoline,,,2,4,True,True,,True,,,,,True,True,True,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,
35,SKOOLIANA 5 WINDOW WHEEL CHAIR DOOR SHORT BUS,55000.0,"Eugene, Oregon, United States",2003,Ford E-450 7.3 Powerstroke,162000,2WD,Clean,Automatic,Diesel,,,1,4,True,,True,True,,,True,,True,True,,True,True,True,,,True,,True,,True,True,,True,,True,True,,,True,,,,True,True,,,True,,,,
36,2019 Chevy Express 3500 for Conversion,25000.0,"Leeds, Massachusetts, United States",2019,Chevy Exoress 3500,44777,2WD,Lien,Automatic,Gasoline,15.0,,2,2,True,True,True,True,,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,True,,,,,,,,,True,,
37,"2021 Upgraded Sprinter 2500 Cargo Van 170"" 4x4",115000.0,"16680 N 51st Ave Suite 4, Glendale, Arizona 85306, United States",2021,Mercedes Sprinter,60,4WD,Clean,Automatic,Diesel,,170.0,2,2,True,True,,True,True,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,True,,True,True,,,,,,,,
38,"2021 Upgraded Sprinter 2500 Cargo Van 144"" 4x4",110000.0,"16680 N 51st Ave Suite 4, Glendale, Arizona 85306, United States",2021,Mercedes Sprinter,400,4WD,Clean,Automatic,Diesel,,144.0,2,2,True,True,,True,True,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,True,,,True,,,,,,,,
39,Custom Built Ram Promaster 1500 high-roof conversion,65000.0,"Seattle, Washington, United States",2019,Ram Promaster 1500,15000,2WD,Clean,Automatic,Gasoline,,136.0,2,2,True,True,True,True,True,,True,True,,,True,,True,,,,True,,,True,True,,,,,,,,,,True,,,True,,,,,,,,
40,1995 Clean Well Maintained VW Eurovan Camper,35000.0,"Salt Lake City, Utah, United States",1995,VW Eurovan Camper,145000,2WD,Clean,Automatic,Gasoline,,,4,4,,True,,,,,,,True,True,,,,,,,,,True,True,True,,,,True,,,True,True,True,True,,,,,,,True,,,,
41,2000 Dodge Ram Van 3500- Fully Furnished Inside,12500.0,"Farmington, Minnesota, United States",2000,2000 Dodge Ram 3500,134000,2WD,Clean,Automatic,Gasoline,16.0,,2,3,True,True,,,,,,,,True,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
42,2015 Ford Transit Converted Van,64500.0,"Queens, New York 11379, United States",2015,Ford Transit,45000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,True,,,True,True,True,,True,True,,,True,,True,,,,,,True,True,True,True,True,True,True,,,,,,,,,,,
43,"Freightliner Mercedes Sprinter with Bed Lift, A/C and Mercedes Warranty!",60000.0,"Denver, Colorado, United States",2011,Freightliner Mercedes Sprinter 2500,124000,2WD,Clean,Automatic,Diesel,,144.0,2,0,True,True,,True,,True,,True,True,True,True,,True,True,,,True,,True,,True,,,,,True,,,True,,True,,,,,,,True,,,,
44,Adventure awaits…,75000.0,"Bowling Green, Kentucky, United States",2014,2014 Mercedes Sprinter Shuttle Bus,166000,2WD,Clean,Automatic,Diesel,18.0,,2,4,True,True,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,True,,,True,,True,True,True,True,,True,,,,,,,,,,,
45,Custom Built Promaster Campervan - 4 Season Adventure Van,54999.0,"Bend, Oregon 97701, United States",2016,"Ram Promaster 2500 159"" High Roof",76000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,,True,True,True,,,True,True,True,True,,True,True,,True,True,,,True,True,,,,,True,,,,,,,,True,,,,True,,,,
46,Off-Grid Shuttle Bus Ready for the Road,33900.0,"Charlotte, North Carolina, United States",2000,Ford E-350,147343,2WD,Clean,Automatic,Diesel,,,3,2,True,True,,True,,,,True,True,True,True,,True,True,,,True,,,True,True,,,,True,True,True,,,,,,,,,,,True,,,,
47,2003 sprinter MTB van,22500.0,"Westport, Connecticut, United States",2003,Dodge sprinter 3500 2003,211500,2WD,Clean,Automatic,Diesel,,158.0,2,2,True,,,,,,True,True,True,True,,,True,True,,,True,True,True,,True,,,,,,,,True,,,,True,,,,,,True,,,
48,Magic Cabin Ram Promaster 3500 159' WB Extended High Roof,70000.0,"Orange, California, United States",2018,Ram Promaster,95000,2WD,Clean,Automatic,Gasoline,17.0,159.0,2,3,True,True,True,True,,,True,True,True,True,True,,True,True,,True,True,,True,,True,,,True,True,True,True,True,True,,True,,,,,,,True,,,,
49,"Brand New 2021 144"" Mercedes Sprinter Campervan w/ flarespace flares built by Latitude Van Co. - 4Cyl Diesel -2wd- 24 MPG",105000.0,"Corvallis, Oregon, United States",2021,Mercedes Sprinter,225,2WD,Clean,Automatic,Diesel,24.0,,2,2,True,True,,True,True,True,,True,,True,True,True,True,True,,True,True,,True,True,True,,,,,True,True,,,True,True,,,,,,,,True,,,
0,2015 Mercedes 170 High Roof Conversion,47490.0,"Fayetteville, Arkansas, United States",2015,Mercedes 170,250000,2WD,Clean,Automatic,Gasoline,,,2,4,True,True,True,True,,,True,True,True,True,True,True,True,True,,,,,True,True,True,,True,,,True,True,,,,True,True,,True,,,True,True,,,,
1,2017 GMC Savana Explorer SE Limited 2500 Conversion,64997.0,"Clearwater, Minnesota 55320, United States",2017,GMC 2500,6007,2WD,Clean,Automatic,Gasoline,,,6,2,True,,True,True,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,
2,2015 MB 170 Partial Conversion,69999.0,"Portsmouth, New Hampshire, United States",2015,Mercedes Benz Sprinter 170,115000,2WD,Clean,Automatic,Diesel,,170.0,2,2,True,,,,True,,,,True,True,True,,,True,,,True,,,,,,,,,,,,,,True,,,,True,True,,,,,,
3,Beautiful 144 wb 2014 Sprinter,47500.0,"Springfield, Missouri, United States",2014,Mercedes Sprinter,54912,2WD,Lien,Automatic,Diesel,24.0,144.0,7,2,True,True,True,True,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,True,,True,,,
4,2004 Thomas Skoolie,30000.0,"Bend, Oregon, United States",2004,Thomas MVP,176000,2WD,Clean,Automatic,Diesel,,,0,2,,True,True,True,True,,True,,True,True,True,,True,True,,,,,True,True,True,,,True,True,,True,True,True,,,,True,,,,True,True,,,,
5,Green Machine! Chevy Express Conversion with Solar,27000.0,"3491 Pleasant Grove Church Road, Morrisville, North Carolina 27560, United States",2006,Chevy Express,100950,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,,,,,True,,True,True,,,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,
6,2021 Frontier Van Conversion 2018 Ram ProMaster 1500,69997.0,"West Columbia, South Carolina, United States",2018,Ram ProMaster 1500,56000,2WD,Clean,Automatic,Gasoline,,136.0,2,2,True,,True,True,True,,,,True,True,True,,True,True,,,,,True,True,,,,,,True,,True,,,True,,,,,,,,,,,
7,2015 Ford Transit Custom Camper high roof extended,54000.0,"V7H 2E9, North Vancouver, British Columbia, Canada",2015,Ford Transit T-250,80700,2WD,Clean,Automatic,Gasoline,,,2,2,True,,True,,,,,True,True,True,True,,True,True,,,True,True,True,True,True,True,,,True,True,True,True,True,,True,,,True,,,,True,,,,
8,(SALE PENDING) 2010 Freightliner Sprinter,55000.0,"Portland, Oregon, United States",2010,2010 Freightliner Sprinter 2500,191000,2WD,Clean,Automatic,Diesel,20.0,,4,4,True,True,,,,,True,True,True,,True,,True,,,True,,,,True,True,,,,,,,,,,True,,,,,,,,,,,
9,Newly Built Custom Ford-E350 Campe Van,29500.0,"San Diego, California, United States",2000,Ford E-350,145000,2WD,Clean,Automatic,Gasoline,15.0,,2,3,True,,True,,True,,,,True,True,,,True,True,,,True,,True,True,,,,,,True,,,True,,True,,,,,,,,,True,,
10,2020 Ford High roof Transit 250 sleeper van *fully loaded**price negotiable*,98000.0,"26 Legion Drive, Smithtown, New York 11787, United States",2020,Ford transit 250 High roof,550,2WD,Clean,Automatic,Gasoline,,,2,3,True,True,True,True,True,True,True,,,True,True,,True,True,,,True,,True,,True,True,,True,,True,True,True,True,,True,True,,,,,,True,,True,,
11,Sprinter Conversion for Full Time Living,105000.0,"Baltimore, Maryland, United States",2016,Mercedes-Benz Sprinter 170 WB 3500,22000,2WD,Clean,Automatic,Diesel,20.0,170.0,2,4,True,,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,True,,,True,,True,True,True,True,,True,,,,,,,True,True,,,
12,Ambo + Camper Conversion Kit!!,15000.0,"St. Cloud, Minnesota, United States",1996,1996 Ford E350 Ambulance,153220,2WD,Clean,Automatic,Diesel,,,6,2,,True,,True,,,True,,True,True,True,,True,True,,True,True,,True,True,True,,,,,True,True,True,True,True,True,,,,,,,True,,,,
13,2017 Quigley Ford Transit Mid roof 130 4x4,59000.0,"St. Joseph, Missouri, United States",2017,Quigley Ford Transit,51500,4WD,Lien,Automatic,Gasoline,,130.0,5,3,True,True,True,True,True,,,,,,,True,,,,True,True,,,,,,,,,,,,,True,True,,,True,,True,True,,,,,
14,GMC Vandura 2500 Explorer Conversion Van,8900.0,"Boulder, Colorado, United States",1993,GMC Vandura 2500 Explorer,91700,2WD,Clean,Automatic,Gasoline,,,6,2,,True,True,,,,,,,,,True,,,,True,,True,,,,,True,,,,,,,,True,,,,True,,,,,,,
15,Fully Built Out Ram Promaster High Top,60000.0,"Lancaster, California, United States",2019,"2019 Ram Promaster 2500, 159"" wheelbase High Top",35000,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,True,,True,True,True,,,True,True,True,True,,True,True,,,True,True,,True,True,True,,True,True,True,,True,True,,,,,,,,True,True,,,,
16,"2020 Ram Promaster 2500 High Roof 159""",69500.0,"27800 Old 41 Road, Bonita Springs, Florida 34135, United States",2020,"2020 Ram Promaster 2500 High Roof 159""",37377,2WD,Clean,Automatic,Gasoline,16.0,159.0,4,2,True,True,True,True,True,,,True,True,True,True,,True,,True,True,True,,True,True,True,,,,,,True,,True,,True,True,,,,True,True,,,,,
17,Conversion Van for sale by owner,67000.0,"Dripping Springs, Texas",2018,2018 RAM ProMaster 1500,1450,AWD,Clean,Automatic,Gasoline,,,7,1,True,True,True,True,True,,True,,,,,,,,,,True,,,,True,,,,,,,,,,True,,,,,,True,,,,,
18,Chevy adventure van - turn key - move in ready - make an offer!,22000.0,"Los Angeles, California, United States",2007,Chevrolet Express 3500 - Access Package,325000,2WD,Clean,Automatic,Gasoline,,,2,3,,,,True,,,True,,True,True,True,True,,True,True,True,True,,,,True,,,,,True,,,,True,True,,True,,,,,True,,,,
19,Vanna! Turnkey Transit Van,54000.0,"Fayetteville, Arkansas, United States",2016,Ford Transit 350,165500,2WD,Clean,Automatic,Gasoline,16.0,,2,2,True,,True,True,,,,,True,True,True,,True,True,,True,True,,True,True,,,,,,,,True,True,,True,,,,,,True,True,,,,
20,"2021 Ram Promaster 2500 159"" wheelbase High Roof Off-Grid Camper",89999.0,"Portland, Oregon, United States",2021,"Ram Promaster 2500 159"" Wheelbase High Roof",89,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,,,True,True,True,True,True,True,,,True,,True,True,,,,,True,True,True,,True,,True,,,,,,,,,,,
21,"2008 Sprinter Van Build -- Brooklyn, NY",35000.0,"Brooklyn, New York, United States",2008,Dodge Sprinter 2500,142000,2WD,Clean,Automatic,Diesel,21.0,144.0,2,2,True,True,True,True,,True,,True,True,True,,,True,True,,,True,,,True,,,,,,True,,,True,,True,,,,,,,True,,,,
22,2016 Ram Promaster 3500 ext. ecodiesel Build,75000.0,"Cape Girardeau, Missouri, United States",2019,Ram Promaster 3500 ext,80000,2WD,Clean,Automatic,Diesel,,159.0,2,2,True,True,True,True,True,,True,True,True,True,True,,True,True,,,,,True,True,True,,True,True,,True,True,True,True,,True,,True,,,,,True,,,,
