,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code),Sprinter,Promaster,Transit,Other,Manufacturing Year Binned,Age,Wheelbase Binned,Size,West,Midwest,South,Northeast,Fuel Dummy,Plumbing Score,Gadget Score,Creature Comfort Score
222,E350 Extended comfort !,16000.0,Midwest,2000,Other,104500.0,2WD,Clean,Automatic,Gasoline,18.0,131.0,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,0,1,0,0,0,7,12,6
223,2021 Sprinter 170 2WD Professionally Converted and Adventure Ready November 2021!,150000.0,West,2021,Sprinter,450.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,5,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Brand New,4,Big,3,1,0,0,0,1,4,8,3
224,"Clean and Modern Custom 2008 170"" Dodge Sprinter",54000.0,West,2008,Sprinter,203001.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,3,1,5
225,"1985 VW Vanagon Westfalia - 62k Miles, ALL ORIGINAL!",60000.0,West,1985,Other,62000.0,2WD,Clean,Manual (Stick Shift),Gasoline,18.009009,131.0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,7,14,9
226,2020 4x4 Adventure Wagon Sprinter Build,189000.0,West,2020,Sprinter,350.0,4WD,Lien,Automatic,Diesel,21.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,6,8,5
227,"Brand new professionally built, 2021 Sprinter.",95000.0,West,2021,Sprinter,800.0,2WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,6,4,6
228,"2011 Mercedes Sprinter 2500, 170WB, high roof campervan in perfect condition, only 126k miles- $US30,000",30000.0,International,2011,Sprinter,126000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,4,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Big,3,0,0,0,0,1,8,6,4
229,2021 promaster cozy cottage,79900.0,South,2021,Promaster,8000.0,2WD,Lien,Automatic,Gasoline,22.0,159.0,2,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,0,1,0,0,4,7,3
230,2 BEDS 4 SEATS campervan!,69000.0,South,2019,Transit,39000.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,4,4,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,0,0,1,0,0,8,10,6
231,4X4 Mercedes Sprinter - Brand New Late 2020 Build,135000.0,West,2020,Sprinter,10000.0,4WD,Clean,Automatic,Gasoline,18.009009,170.0,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,Newer,3,Big,3,1,0,0,0,0,7,10,3
232,Custom Transit 250 Camper Van,49500.0,Midwest,2015,Transit,126000.0,2WD,Clean,Automatic,Gasoline,21.0,148.0,3,3,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Midlife,2,Small,1,0,1,0,0,0,7,9,5
233,Gorgeous luxury conversion in fully loaded Sprinter.,139900.0,West,2020,Sprinter,1500.0,2WD,Clean,Automatic,Diesel,15.0,144.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,7,7,2
234,2021 Mercedes-Benz Sprinter 144 HR Adventure Campervan,114900.0,South,2021,Sprinter,905.0,2WD,Lien,Automatic,Gasoline,18.009009,144.0,4,4,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,Brand New,4,Small,1,0,0,1,0,0,7,8,5
235,Beautiful Modern Deals on Wheels! Ram Promaster 2500,74000.0,West,2016,Promaster,16997.0,2WD,Clean,Automatic,Gasoline,19.571429,156.0,2,2,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,4,7,6
236,2016 4x4 Sprinter for the Outdoor Enthusiast,90000.0,South,2016,Sprinter,32000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,5,3,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,0,0,1,0,1,6,10,5
237,2018 4x4 170” Converted Mercedes Benz Sprinter Van,124888.0,South,2018,Sprinter,16000.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,0,0,1,0,1,6,13,5
238,Fully Loaded 2017 Sprinter High Roof 4X4 170 WB,123500.0,West,2017,Sprinter,62400.0,4WD,Clean,Automatic,Diesel,18.009009,170.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,8,14,10
239,Unicorn - 170” EXT 4x4 Dually Sprinter,155000.0,Northeast,2018,Sprinter,45000.0,4WD,Lien,Automatic,Diesel,24.0,170.0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,Newer,3,Big,3,0,0,0,1,1,6,10,7
240,2017 Mercedes Sprinter 4x4 Sale Pending,78000.0,South,2017,Sprinter,106000.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,3,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,Newer,3,Small,1,0,0,1,0,1,0,2,0
241,1994 Toyota Hiace Super Custom,21500.0,South,1994,Other,47060.0,AWD,Clean,Automatic,Diesel,18.790219,131.0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Old,1,Small,1,0,0,1,0,1,5,6,5
242,"The Swift Chalet - 2020 FORD TRANSIT, HIGH ROOF. Off-grid.",110000.0,International,2020,Transit,15500.0,2WD,Clean,Automatic,Gasoline,17.0,148.0,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,0,0,0,0,0,7,8,5
243,2021 Build ready for vanlife!,79000.0,West,2017,Promaster,55666.0,2WD,Lien,Automatic,Gasoline,20.0,159.0,2,2,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,7,6,6
244,2019 Ram Promaster - 4 Season Camper | BATHROOM | AC | HEAT | SOLAR,82000.0,South,2019,Promaster,51300.0,2WD,Clean,Automatic,Gasoline,24.0,159.0,2,2,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,5,8,7
245,"SOLD 2021 Ram Promaster 136"" WB 5,000 Miles - SOLD",59500.0,West,2021,Promaster,5000.0,2WD,Lien,Automatic,Gasoline,18.009009,136.0,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Brand New,4,Small,1,1,0,0,0,0,6,11,4
246,2021 NEW Merceds Benz Sprinter 144 Converson,142500.0,West,2021,Sprinter,42.0,2WD,Clean,Automatic,Gasoline,15.0,144.0,2,2,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,Brand New,4,Small,1,1,0,0,0,0,7,13,8
247,2017 Mercedes Sprinter 2500 4x4,120000.0,West,2017,Sprinter,40000.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,5,2,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,6,7,4
248,SOLD 2017 Ram Promaster 2500 High Roof 159',60000.0,Northeast,2017,Promaster,48663.0,2WD,Clean,Automatic,Gasoline,17.0,159.0,2,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,1,0,6,14,5
249,New Mercedes Sprinter ready for your off grid adventures!,89000.0,West,2021,Sprinter,40.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,5,7,3
250,2016 Ram Promaster 2500 Camper Van,25000.0,West,2016,Promaster,119085.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,5,6,4
251,Artist's Home on Wheels,55000.0,West,2013,Sprinter,261000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,3,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,0,8,3
252,"Chevy Express Weekender, Passenger or Conversion…",14999.0,West,2000,Other,109965.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,12,3,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,5,3,2
253,Ford Transit High Roof EcoBoost New Conversion,85500.0,West,2017,Transit,27500.0,2WD,Clean,Automatic,Gasoline,19.571429,148.0,2,3,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,7,8,6
254,"2017 Ram Promaster 2500, 159.",50000.0,International,2017,Promaster,176000.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,3,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,0,0,8,15,6
255,2017 Mercedes-Benz Sprinter 4x4,122000.0,South,2017,Sprinter,95000.0,4WD,Clean,Automatic,Diesel,18.0,170.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,Newer,3,Big,3,0,0,1,0,1,7,7,7
256,2020 Ford Transit AWD - Fully Equipped,119000.0,Northeast,2020,Transit,20200.0,AWD,Clean,Automatic,Gasoline,20.0,148.0,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,0,0,0,1,0,6,6,4
257,PENDING SALE: Cabin On Wheels with outside Shower - New Sprinter 144,89000.0,South,2020,Sprinter,600.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,0,0,1,0,1,0,8,1
258,2019 Mercedes Sprinter 3500XD 4x4 Extended High Roof,79900.0,Midwest,2019,Sprinter,42000.0,4WD,Clean,Automatic,Diesel,18.0,170.0,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Big,3,0,1,0,0,1,0,10,4
259,Mercedes 2020 4x4 Tourig Custom,119000.0,West,2020,Other,133.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,4,2,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Newer,3,Small,1,1,0,0,0,1,5,7,5
260,2006 Dodge Sprinter T1N Adventure Van,70000.0,South,2006,Sprinter,181532.0,2WD,Clean,Automatic,Diesel,19.571429,140.0,2,2,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Small,1,0,0,1,0,1,2,4,4
261,Transit 2018 Medium Roof with Full size bed,51000.0,West,2018,Transit,71000.0,2WD,Clean,Automatic,Gasoline,18.009009,138.0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,7,14,7
262,"Fully-Loaded, Professionally Converted 2020 AWD Ford Transit 148"" High Roof",184900.0,West,2020,Transit,5000.0,AWD,Clean,Automatic,Gasoline,21.0,148.0,4,4,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,2,3,3
263,SOLD - 2006 Sprinter Van Conversion Ready to live in,22000.0,Northeast,2006,Sprinter,208500.0,2WD,Clean,Automatic,Diesel,18.009009,158.0,2,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Mid Size,2,0,0,0,1,1,1,7,1
264,Chevy 1500 Express camper van,17999.0,West,1999,Other,88000.0,2WD,Clean,Automatic,Gasoline,19.571429,131.0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,4,8,7
265,Mercedes Sprinter Converted Campervan,89999.0,West,2021,Sprinter,500.0,2WD,Clean,Automatic,Gasoline,18.009009,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,Brand New,4,Small,1,1,0,0,0,0,5,10,7
266,Mercedes Sprinter 4x4 Campervan,135000.0,West,2020,Sprinter,1700.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,0,7,3
267,Road ready weekend warrior,20150.0,Northeast,2011,Transit,156405.0,2WD,Clean,Automatic,Gasoline,25.0,148.0,2,2,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Midlife,2,Small,1,0,0,0,1,0,6,8,4
268,Off-Grid Camper Van | Luxury Sprinter Conversion,45000.0,West,2006,Sprinter,152000.0,2WD,Clean,Automatic,Diesel,17.0,140.0,2,2,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Small,1,1,0,0,0,1,4,13,5
269,2020 4WD Sprinter Pop Top Weekender for family,180000.0,West,2020,Sprinter,6000.0,4WD,Clean,Automatic,Diesel,20.0,144.0,4,4,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,2,2,2
270,1970 Shasta Compact Travel Trailer,14000.0,West,1970,Other,5000.0,Other,Missing,Other,Other,22.0,131.0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,Old,1,Small,1,1,0,0,0,1,2,9,4
271,Ford 350- Campervan Conversion,40000.0,West,2010,Other,108000.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,3,3,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,0,2,2
272,Mercedes Sprinter shuttle! (107k miles!,22750.0,West,2010,Sprinter,107000.0,2WD,Clean,Automatic,Diesel,20.0,170.0,17,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,6,10,5
273,Queen size Murphy bed Camper Van with Excellent AC !,43000.0,South,2008,Sprinter,320000.0,2WD,Clean,Automatic,Diesel,25.0,170.0,3,3,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,Midlife,2,Big,3,0,0,1,0,1,6,10,6
274,"BRAND NEW 2021 144"" Sprinter Campervan | VanCraft Conversions",115575.0,West,2021,Sprinter,50.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,4,2,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,6,13,8
275,2020 Transit High Roof Colorful Minimalism,110000.0,West,2020,Transit,13500.0,2WD,Clean,Automatic,Gasoline,19.571429,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,8,10,7
276,Box-van fully custom top of the line conversion,85000.0,South,2006,Other,130000.0,AWD,Clean,Automatic,Gasoline,16.0,131.0,3,3,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,4,7,4
277,[SOLD] 2021 Weekend Vans Sprinter Campter | Seats and Sleeps 5,86500.0,West,2021,Sprinter,75.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,5,5,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,8,13,8
278,"PRICE REDUCED - Totally Loaded 2020 144"" 4 x 4 Professionally Converted and Ready to Go! Only 1,300 test miles",195000.0,West,2020,Other,1306.0,4WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,Newer,3,Small,1,1,0,0,0,1,6,6,5
279,The Wanderer!,87500.0,West,2021,Promaster,1500.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,1,0,0,0,0,6,7,3
280,*price drop* Stealthy 4 seasons camper,73000.0,South,2017,Transit,97000.0,2WD,Lien,Automatic,Diesel,25.0,148.0,2,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Newer,3,Small,1,0,0,1,0,1,5,5,2
281,Ford Transit Weekender,56000.0,Midwest,2019,Transit,42000.0,2WD,Clean,Automatic,Gasoline,18.0,148.0,4,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,0,1,0,0,0,4,4,3
282,2021 Ram Promaster 159,73750.0,Northeast,2021,Promaster,5104.0,2WD,Clean,Automatic,Gasoline,21.0,159.0,2,2,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Brand New,4,Mid Size,2,0,0,0,1,0,6,12,7
283,2018 MB Sprinter 170 3500XD 4X4 / Family Adventure Van / Seats 5 / Sleeps 4-5,185000.0,West,2018,Sprinter,10500.0,4WD,Clean,Automatic,Diesel,18.790219,170.0,5,5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,8,7,4
284,SOLD: Stealth Off-grid Promaster High-roof w/ indoor shower,65000.0,Midwest,2017,Promaster,61000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,Newer,3,Mid Size,2,0,1,0,0,0,7,9,8
285,G2 Ozark Mountain Adventure Vans,175000.0,Midwest,2021,Sprinter,100.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,6,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,Brand New,4,Big,3,0,1,0,0,1,7,14,10
286,Custom Luxury Sprinter Conversion,199995.0,West,2020,Sprinter,3000.0,4WD,Clean,Automatic,Diesel,20.0,144.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,8,9,7
287,2020 Ford transit awd,125000.0,South,2020,Transit,950.0,AWD,Clean,Automatic,Gasoline,19.0,159.0,2,3,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Mid Size,2,0,0,1,0,0,7,9,5
288,The Getaway Van,50000.0,Northeast,2011,Sprinter,104000.0,2WD,Clean,Automatic,Diesel,20.0,170.0,2,2,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Big,3,0,0,0,1,1,7,12,2
